trade_date,excess_return,portfolio_return,benchmark_return
2016-03-04,-0.0048692635358896785,0.006727436056145231,0.01159669959203491
2016-03-07,0.0006324266609108453,0.004171725656560155,0.0035392989956493093
2016-03-08,0.002159408060525725,0.003071854522737616,0.0009124464622118911
2016-03-09,-0.0015094203211047375,-0.013018257786517384,-0.011508837465412647
2016-03-10,0.006837927691076995,-0.012290678741344319,-0.019128606432421313
2016-03-11,0.004876129450430922,0.006581556439905656,0.0017054269894747343
2016-03-14,-0.010509993002473628,0.0051962804023784614,0.01570627340485209
2016-03-15,-0.013089251585280737,-0.010124438178160444,0.0029648134071202925
2016-03-16,-0.0014232532812338272,0.0035374925231158594,0.004960745804349687
2016-03-17,0.002544511401355365,0.013603002430965239,0.011058491029609874
2016-03-18,-0.004791885920309991,0.010494920424179766,0.015286806344489756
2016-03-21,-0.019926984033021067,0.004497701879141336,0.024424685912162403
2016-03-22,0.008196308288494047,0.0009190788655035753,-0.007277229422990472
2016-03-23,-0.006223602065734191,-0.0030299350750435106,0.00319366699069068
2016-03-24,0.0014246262938216736,-0.01533685431161469,-0.016761480605436363
2016-03-25,0.001143233904797314,0.006161131193315517,0.005017897288518203
2016-03-28,0.0031505155985192546,-0.00563316429259636,-0.008783679891115614
2016-03-29,0.005377103130031757,-0.005449850082330399,-0.010826953212362156
2016-03-30,-0.006845296594737982,0.018945749921733257,0.02579104651647124
2016-03-31,-0.004209762220501234,-0.0036461910610298687,0.0005635711594713655
2016-04-01,0.002991427479962283,0.004174397031539767,0.001182969551577484
2016-04-04,0.0,0.0,0.0
2016-04-05,-0.008600302164481155,0.004618937644341958,0.013219239808823113
2016-04-06,-0.0024662169199641815,-0.0045977011494253706,-0.002131484229461189
2016-04-07,0.0027987410348515596,-0.012009237875288736,-0.014807978910140296
2016-04-08,0.000329935455985475,-0.00701262272089731,-0.007342558176882785
2016-04-11,-0.004511525103919833,0.009416195856873477,0.01392772096079331
2016-04-12,0.0026726301100366,-0.0009328358208953169,-0.003605465930931917
2016-04-13,-0.0012015879923612527,0.012138188608776801,0.013339776601138054
2016-04-14,-0.0016628012854638108,0.002767527675276771,0.004430328960740582
2016-04-15,0.0029470649525661363,0.0018399264029438367,-0.0011071385496222996
2016-04-18,0.0023515765720182324,-0.011019283746556474,-0.013370860318574707
2016-04-19,0.00019883304676215907,0.0032497678737231084,0.0030509348269609493
2016-04-20,0.011671463130096593,-0.006015733456732897,-0.01768719658682949
2016-04-21,0.005489187535680062,-0.0009310986964619072,-0.00642028623214197
2016-04-22,0.00013604401864619753,0.004659832246039164,0.004523788227392966
2016-04-25,-0.001048969810526601,-0.005102040816326592,-0.004053071005799991
2016-04-26,-0.0021531750766525803,0.0032634032634033527,0.005416578340055933
2016-04-27,0.0004486906148820635,-0.003717472118959231,-0.004166162733841294
2016-04-28,0.0007522059407991666,-0.0009328358208953169,-0.0016850417616944835
2016-04-29,-0.0031203115523348313,-0.004333949209893273,-0.0012136376575584418
2016-05-02,0.0,0.0,0.0
2016-05-03,0.007402031310368318,0.025393537814963785,0.017991506504595467
2016-05-04,8.054815204533439e-05,-0.0011885508418148505,-0.0012690989938601849
2016-05-05,0.0037807664841399413,0.0051699403810435696,0.0013891738969036282
2016-05-06,-0.010534399409887207,-0.036535514123418045,-0.026001114713530837
2016-05-09,-0.013835066477970503,-0.03451611141013533,-0.020681044932164827
2016-05-10,-0.0012958598313124181,-0.00015514270156424814,0.00114071712974817
2016-05-11,-0.0029441441159026027,0.0015184490429533959,0.004462593158855999
2016-05-12,-0.001262894604883269,0.0011143532073877305,0.0023772478122709995
2016-05-13,-2.554039716784473e-05,-0.004945095425339385,-0.0049195550281715406
2016-05-16,0.00682933125268137,0.013454967026262366,0.006625635773580996
2016-05-17,0.016064050957941556,0.013064802256236907,-0.0029992487017046487
2016-05-18,-0.01914050775415521,-0.024969721899510855,-0.005829214145355643
2016-05-19,0.003441850628681631,0.0016375692053682833,-0.0018042814233133475
2016-05-20,0.003740630008634338,0.008873070489781143,0.005132440481146805
2016-05-23,0.006455471947783953,0.009380605620077476,0.002925133672293523
2016-05-24,-0.00479757713645268,-0.012463658865255689,-0.007666081728803009
2016-05-25,-0.00028248014352583173,-0.0016957725936449508,-0.001413292450119119
2016-05-26,0.004791945721079882,0.0064215082846028615,0.0016295625635229793
2016-05-27,-0.003736988665471619,-0.004295631638862096,-0.0005586429733904774
2016-05-30,-0.002333081225946776,-0.0009583217280426659,0.00137475949790411
2016-05-31,0.006661380941403894,0.040199053811951324,0.03353767287054743
2016-06-01,0.004191439413773701,0.0013478899719869264,-0.0028435494417867746
2016-06-02,0.0035935375361163535,0.005666817889169118,0.0020732803530527644
2016-06-03,0.0015911739962441995,0.008608888026528705,0.007017714030284505
2016-06-06,0.0019959901851291373,-0.0013079058894483464,-0.0033038960745774837
2016-06-07,-0.0010524701790959323,-0.001598181260264786,-0.0005457110811688537
2016-06-08,-0.0012587805041443523,-0.005371773750465547,-0.004112993246321195
2016-06-09,0.0,0.0,0.0
2016-06-10,0.0,0.0,0.0
2016-06-13,-0.013868403298513077,-0.044729819137721394,-0.030861415839208317
2016-06-14,-0.0008449749297496645,0.0022995217379890853,0.00314449666773875
2016-06-15,0.011093630845590674,0.0242227003977864,0.013129069552195727
2016-06-16,0.00046934902987399996,-0.0064917667971968185,-0.0069611158270708184
2016-06-17,0.013298871076895202,0.018366414845952916,0.005067543769057714
2016-06-20,-0.0007156930312066101,2.9301788038005316e-05,0.0007449948192446154
2016-06-21,-0.008287262180766808,-0.010329525258459649,-0.0020422630776928408
2016-06-22,0.004257128096454732,0.013156282802952113,0.00889915470649738
2016-06-23,-0.003546899320722885,-0.008857845905222594,-0.0053109465844997095
2016-06-24,0.02986535531685841,0.016982032069121744,-0.012883323247736667
2016-06-27,-0.0049765826628885845,0.009123745191856769,0.014100327854745354
2016-06-28,-0.0056051952168191255,-0.0005237099131175649,0.005081485303701561
2016-06-29,0.0017798336075425247,0.006558718248356854,0.004778884640814329
2016-06-30,-0.0026891504833814195,-0.0018859493052853504,0.0008032011780960691
2016-07-01,0.008413170026521533,0.008501726461511483,8.855643498995036e-05
2016-07-04,-0.0006663146704138923,0.015342782786079145,0.016009097456493038
2016-07-05,-0.0005531694857802694,0.0002851315051218273,0.0008383009909020966
2016-07-06,0.006695535193651014,0.00963275874355668,0.0029372235499056654
2016-07-07,0.0014076094153787078,-0.000721616071972242,-0.0021292254873509497
2016-07-08,-0.0006410369097348823,-0.006146972165758158,-0.0055059352560232755
2016-07-11,0.0035232869365797725,0.006984574359827356,0.003461287423247583
2016-07-12,-0.015431757223761888,0.006374458296101171,0.02180621551986306
2016-07-13,-0.0069122680531746306,-0.003953129480293971,0.0029591385728806596
2016-07-14,-0.002269183847795897,-0.004128655448254082,-0.0018594716004581846
2016-07-15,0.0013424042821739146,0.0011940261736151925,-0.00014837810855872213
2016-07-18,0.0008230269104175791,-0.003528039200435429,-0.004351066110853008
2016-07-19,0.0024064587243181057,-0.00182039785562782,-0.004226856579945926
2016-07-20,-0.0003977751947747965,-0.0036700147171663255,-0.003272239522391529
2016-07-21,-0.0070163193628630105,-0.002408716045213366,0.0046076033176496445
2016-07-22,0.006381110268281864,-0.002031006271289104,-0.008412116539570968
2016-07-25,-0.0040085027996037415,-0.002234049354302492,0.0017744534453012495
2016-07-26,-0.005366012692580302,0.006613119959928193,0.011979132652508495
2016-07-27,0.013362524353065175,-0.0023413493029506016,-0.015703873656015777
2016-07-28,0.005250158563905261,0.006149251640469033,0.0008990930765637728
2016-07-29,0.00012471007574904602,-0.005216913913175303,-0.005341623988924349
2016-08-01,0.00911409877992242,0.0006490896773525545,-0.008465009102569865
2016-08-02,-0.0007258602991769836,0.0031282586027111536,0.003854118901888137
2016-08-03,0.001082697378879116,0.0024794757139139367,0.0013967783350348206
2016-08-04,-0.008216503251423257,-0.005779840589027085,0.002436662662396172
2016-08-05,0.007286260404904099,0.008479935902097613,0.0011936754971935137
2016-08-08,-0.017473140377735452,-0.00840225073809403,0.009070889639641422
2016-08-09,-0.0035424679818853444,0.0035066068185441446,0.007049074800429489
2016-08-10,0.01024281603467564,0.006054766198466954,-0.004188049836208685
2016-08-11,0.00034035221555878126,-0.0027368759598698778,-0.003077228175428659
2016-08-12,-0.00797964896061737,0.010846987253520679,0.01882663621413805
2016-08-15,-0.017071039044421255,0.01303921087500598,0.030110249919427234
2016-08-16,-2.783742579925974e-05,-0.004500841815259671,-0.004473004389460411
2016-08-17,-0.0021972159463962693,-0.00373573664165322,-0.0015385206952569508
2016-08-18,0.002986053518417575,0.0004475479841345442,-0.002538505534283031
2016-08-19,0.0020241501651749316,0.002183045206796519,0.0001588950416215873
2016-08-22,0.000969607212362944,-0.007418099997790972,-0.008387707210153916
2016-08-23,0.001170708559700917,0.002679611609151089,0.001508903049450172
2016-08-24,0.001992067498284844,-0.0015888150469602902,-0.0035808825452451343
2016-08-25,0.003363745610023061,-0.002910085887734337,-0.006273831497757398
2016-08-26,0.004433575177430593,0.003864848714007163,-0.0005687264634234301
2016-08-29,0.001774110194562084,0.001983055206101092,0.0002089450115390079
2016-08-30,0.00040294881185765075,0.0016744960351141591,0.0012715472232565084
2016-08-31,-0.003439450305175784,0.0013330922940226753,0.004772542599198459
2016-09-01,-0.0011508908062866086,-0.00902911330913514,-0.007878222502848531
2016-09-02,-0.004199966144931178,-0.0004025380857861083,0.0037974280591450693
2016-09-05,-0.0017460088946814611,-6.649525571278403e-05,0.0016795136389686771
2016-09-06,0.0028833990049671465,0.009795389897584106,0.006911990892616959
2016-09-07,0.004061415514724498,0.0035203139813462236,-0.0005411015333782743
2016-09-08,0.0008848942992558673,0.000509776498737291,-0.00037511780051857624
2016-09-09,-0.002008943053680934,-0.008452898013070809,-0.006443954959389875
2016-09-12,-0.0071917483091192835,-0.0239002970806248,-0.016708548771505516
2016-09-13,0.001498435430822953,0.0008022737786116396,-0.0006961616522113134
2016-09-14,0.0020924067649639166,-0.004533634194655911,-0.006626040959619828
2016-09-15,0.0,0.0,0.0
2016-09-16,0.0,0.0,0.0
2016-09-19,0.0029250992500483575,0.010457156801374379,0.007532057551326021
2016-09-20,0.00036151078655216606,-0.001391655703402439,-0.0017531664899546051
2016-09-21,-0.0020518305820809712,0.0007826049686400771,0.0028344355507210484
2016-09-22,-0.0027955242248550727,0.0046998923907012324,0.007495416615556305
2016-09-23,0.0018209955519923882,-0.002874851100383935,-0.004695846652376323
2016-09-26,0.0025112166762834565,-0.014396090584696764,-0.01690730726098022
2016-09-27,-0.00023824817339768156,0.006118582861183719,0.0063568310345814005
2016-09-28,-0.000626600271620259,-0.0036703975403181155,-0.0030437972686978565
2016-09-29,0.0004865087218679509,0.004663994903386204,0.004177486181518253
2016-09-30,0.000631992940513082,0.003374390472940969,0.002742397532427887
2016-10-03,0.0,0.0,0.0
2016-10-04,0.0,0.0,0.0
2016-10-05,0.0,0.0,0.0
2016-10-06,0.0,0.0,0.0
2016-10-07,0.0,0.0,0.0
2016-10-10,0.0037359466526792895,0.01621075365389857,0.012474807001219279
2016-10-11,-0.0026256549036804966,0.0012264716943148901,0.0038521265979953867
2016-10-12,0.00045131369565482027,-0.0015288122800843351,-0.0019801259757391554
2016-10-13,-9.666140078601337e-05,0.0007020028698878633,0.0007986642706738767
2016-10-14,0.0030178866851957586,0.003987594151528384,0.0009697074663326255
2016-10-17,0.0013996820590078674,-0.007060900264783676,-0.008460582323791543
2016-10-18,0.0009655693753674033,0.014222222222222136,0.013256652846854733
2016-10-19,0.00021839305089210725,-0.0013146362839615566,-0.0015330293348536639
2016-10-20,-0.00027397596625311493,0.00043878894251858647,0.0007127649087717014
2016-10-21,0.003826103431976202,0.00657894736842124,0.0027528439364450374
2016-10-24,0.00066473752106333,0.012636165577341929,0.011971428056278599
2016-10-25,-0.0021149085312691662,-0.002151462994836484,-3.655446356731762e-05
2016-10-26,0.00030809024639721905,-0.0034497628288052695,-0.0037578530752024886
2016-10-27,0.00011783221440841984,-0.0025962786672436566,-0.0027141108816520765
2016-10-28,0.0025321462817180507,0.0008676789587851452,-0.0016644673229329054
2016-10-31,0.0002852452900073965,-0.000866926744690022,-0.0011521720346974185
2016-11-01,-0.002053845976953017,0.004772234273318743,0.00682608025027176
2016-11-02,0.0007422385289026501,-0.006908462867012188,-0.0076507013959148384
2016-11-03,0.0022194048876129635,0.011739130434782696,0.009519725547169733
2016-11-04,0.0019529333497073642,-0.0012892135797164528,-0.003242146929423817
2016-11-07,0.0018612505300992233,0.002581755593803692,0.0007205050637044685
